Wahlperiode,Sitzungnr,Abstimmnr,Fraktion/Gruppe,AbgNr,Name,Vorname,Titel,ja,nein,Enthaltung,ungültig,nichtabgegeben,Bezeichnung,Bemerkung
19,160,4,SPD,3300,Gerdes,Michael,,1,0,0,0,0,Michael Gerdes,
19,160,4,SPD,3310,Gerster,Martin,,1,0,0,0,0,Martin Gerster,
19,160,4,SPD,3320,Glöckner,Angelika,,1,0,0,0,0,Angelika Glöckner,
19,160,4,SPD,3330,Gremmels,Timon,,1,0,0,0,0,Timon Gremmels,
19,160,4,SPD,3340,Griese,Kerstin,,1,0,0,0,0,Kerstin Griese,
19,160,4,SPD,3350,Groß,Michael,,1,0,0,0,0,Michael Groß,
19,160,4,SPD,3360,Grötsch,Uli,,1,0,0,0,0,Uli Grötsch,
19,160,4,SPD,3370,Hagedorn,Bettina,,0,0,0,0,1,Bettina Hagedorn,
19,160,4,SPD,3380,Hagl-Kehl,Rita,,1,0,0,0,0,Rita Hagl-Kehl,
19,160,4,SPD,3390,Hakverdi,Metin,,1,0,0,0,0,Metin Hakverdi,
19,160,4,SPD,3400,Hartmann,Sebastian,,1,0,0,0,0,Sebastian Hartmann,
19,160,4,SPD,3410,Heidenblut,Dirk,,1,0,0,0,0,Dirk Heidenblut,
19,160,4,SPD,3420,Heil (Peine),Hubertus,,1,0,0,0,0,Hubertus Heil (Peine),
19,160,4,SPD,3430,Heinrich,Gabriela,,1,0,0,0,0,Gabriela Heinrich,
19,160,4,SPD,3440,Held,Marcus,,1,0,0,0,0,Marcus Held,
19,160,4,SPD,3450,Hellmich,Wolfgang,,1,0,0,0,0,Wolfgang Hellmich,
19,160,4,SPD,3460,Hendricks,Barbara,,1,0,0,0,0,Dr. Barbara Hendricks,
19,160,4,SPD,3470,Herzog,Gustav,,1,0,0,0,0,Gustav Herzog,
19,160,4,SPD,3480,Hiller-Ohm,Gabriele,,1,0,0,0,0,Gabriele Hiller-Ohm,
19,160,4,SPD,3490,Hitschler,Thomas,,1,0,0,0,0,Thomas Hitschler,
19,160,4,SPD,3500,Högl,Eva,,1,0,0,0,0,Dr. Eva Högl,
19,160,4,SPD,3510,Junge,Frank,,1,0,0,0,0,Frank Junge,
19,160,4,SPD,3520,Juratovic,Josip,,1,0,0,0,0,Josip Juratovic,
19,160,4,SPD,3530,Jurk,Thomas,,1,0,0,0,0,Thomas Jurk,
19,160,4,SPD,3540,Kaczmarek,Oliver,,1,0,0,0,0,Oliver Kaczmarek,
19,160,4,SPD,3560,Kaiser,Elisabeth,,1,0,0,0,0,Elisabeth Kaiser,
19,160,4,SPD,3570,Kapschack,Ralf,,0,0,0,0,1,Ralf Kapschack,
19,160,4,SPD,3580,Katzmarek,Gabriele,,1,0,0,0,0,Gabriele Katzmarek,
19,160,4,SPD,3600,Kiziltepe,Cansel,,1,0,0,0,0,Cansel Kiziltepe,
19,160,4,SPD,3610,Klare,Arno,,1,0,0,0,0,Arno Klare,
19,160,4,SPD,3620,Klingbeil,Lars,,1,0,0,0,0,Lars Klingbeil,
19,160,4,SPD,3630,Kofler,Bärbel,,1,0,0,0,0,Dr. Bärbel Kofler,
19,160,4,SPD,3640,Kolbe,Daniela,,1,0,0,0,0,Daniela Kolbe,
19,160,4,SPD,3650,Korkmaz-Emre,Elvan,,0,0,0,0,1,Elvan Korkmaz-Emre,Gesetzlicher Mutterschutz
19,160,4,SPD,3660,Kramme,Anette,,1,0,0,0,0,Anette Kramme,
19,160,4,SPD,3670,Lambrecht,Christine,,1,0,0,0,0,Christine Lambrecht,
19,160,4,SPD,3680,Lange (Backnang),Christian,,1,0,0,0,0,Christian Lange (Backnang),
19,160,4,SPD,3690,Lauterbach,Karl,,1,0,0,0,0,Dr. Karl Lauterbach,
19,160,4,SPD,3691,Lehmann,Sylvia,,1,0,0,0,0,Sylvia Lehmann,
19,160,4,SPD,3700,Lindh,Helge,,1,0,0,0,0,Helge Lindh,
19,160,4,SPD,3720,Lühmann,Kirsten,,1,0,0,0,0,Kirsten Lühmann,
19,160,4,SPD,3730,Maas,Heiko,,1,0,0,0,0,Heiko Maas,
19,160,4,SPD,3731,Mackensen,Isabel,,1,0,0,0,0,Isabel Mackensen,
19,160,4,SPD,3740,Marks,Caren,,1,0,0,0,0,Caren Marks,
19,160,4,SPD,3741,Martin,Dorothee,,1,0,0,0,0,Dorothee Martin,
19,160,4,SPD,3750,Mast,Katja,,1,0,0,0,0,Katja Mast,
19,160,4,SPD,3760,Matschie,Christoph,,1,0,0,0,0,Christoph Matschie,
19,160,4,SPD,3770,Mattheis,Hilde,,1,0,0,0,0,Hilde Mattheis,
19,160,4,SPD,3780,Miersch,Matthias,,1,0,0,0,0,Dr. Matthias Miersch,
19,160,4,SPD,3790,Mindrup,Klaus,,1,0,0,0,0,Klaus Mindrup,
19,160,4,SPD,3800,Mittag,Susanne,,1,0,0,0,0,Susanne Mittag,
19,160,4,SPD,3810,Mohrs,Falko,,1,0,0,0,0,Falko Mohrs,
19,160,4,SPD,3820,Moll,Claudia,,1,0,0,0,0,Claudia Moll,
19,160,4,SPD,3830,Möller,Siemtje,,1,0,0,0,0,Siemtje Möller,
19,160,4,SPD,3840,Müller,Bettina,,0,0,0,0,1,Bettina Müller,
19,160,4,SPD,3850,Müller (Chemnitz),Detlef,,1,0,0,0,0,Detlef Müller (Chemnitz),
19,160,4,SPD,3860,Müntefering,Michelle,,1,0,0,0,0,Michelle Müntefering,
19,160,4,SPD,3870,Mützenich,Rolf,,1,0,0,0,0,Dr. Rolf Mützenich,
19,160,4,SPD,3890,Nietan,Dietmar,,0,0,0,0,1,Dietmar Nietan,
19,160,4,SPD,3900,Nissen,Ulli,,1,0,0,0,0,Ulli Nissen,
19,160,4,SPD,3910,Oppermann,Thomas,,1,0,0,0,0,Thomas Oppermann,
19,160,4,SPD,3920,Ortleb,Josephine,,1,0,0,0,0,Josephine Ortleb,
19,160,4,SPD,3930,Özdemir (Duisburg),Mahmut,,1,0,0,0,0,Mahmut Özdemir (Duisburg),
19,160,4,SPD,3940,Özoguz,Aydan,,1,0,0,0,0,Aydan Özoguz,
19,160,4,SPD,3941,Paschke,Markus,,1,0,0,0,0,Markus Paschke,
19,160,4,SPD,3950,Petry,Christian,,1,0,0,0,0,Christian Petry,
19,160,4,SPD,3960,Pilger,Detlev,,1,0,0,0,0,Detlev Pilger,
19,160,4,SPD,3970,Poschmann,Sabine,,1,0,0,0,0,Sabine Poschmann,
19,160,4,SPD,3990,Post,Florian,,1,0,0,0,0,Florian Post,
19,160,4,SPD,3980,Post (Minden),Achim,,1,0,0,0,0,Achim Post (Minden),
19,160,4,SPD,4000,Pronold,Florian,,1,0,0,0,0,Florian Pronold,
19,160,4,SPD,4010,Raabe,Sascha,,1,0,0,0,0,Dr. Sascha Raabe,
19,160,4,SPD,4020,Rabanus,Martin,,1,0,0,0,0,Martin Rabanus,
19,160,4,SPD,4040,Rimkus,Andreas,,1,0,0,0,0,Andreas Rimkus,
19,160,4,SPD,4050,Rix,Sönke,,1,0,0,0,0,Sönke Rix,
19,160,4,SPD,4060,Rohde,Dennis,,1,0,0,0,0,Dennis Rohde,
19,160,4,SPD,4070,Rosemann,Martin,,1,0,0,0,0,Dr. Martin Rosemann,
19,160,4,SPD,4080,Röspel,René,,1,0,0,0,0,René Röspel,
19,160,4,SPD,4090,Rossmann,Ernst Dieter,,1,0,0,0,0,Dr. Ernst Dieter Rossmann,
19,160,4,SPD,4100,Roth (Heringen),Michael,,1,0,0,0,0,Michael Roth (Heringen),
19,160,4,SPD,4110,Rüthrich,Susann,,1,0,0,0,0,Susann Rüthrich,
19,160,4,SPD,4120,Rützel,Bernd,,1,0,0,0,0,Bernd Rützel,
19,160,4,SPD,4130,Ryglewski,Sarah,,1,0,0,0,0,Sarah Ryglewski,
19,160,4,SPD,4140,Saathoff,Johann,,1,0,0,0,0,Johann Saathoff,
19,160,4,SPD,4150,Schäfer (Bochum),Axel,,1,0,0,0,0,Axel Schäfer (Bochum),
19,160,4,SPD,4160,Scheer,Nina,,1,0,0,0,0,Dr. Nina Scheer,
19,160,4,SPD,4170,Schieder,Marianne,,1,0,0,0,0,Marianne Schieder,
19,160,4,SPD,4180,Schiefner,Udo,,1,0,0,0,0,Udo Schiefner,
19,160,4,SPD,4190,Schmid,Nils,,1,0,0,0,0,Dr. Nils Schmid,
19,160,4,SPD,4220,Schmidt,Uwe,,1,0,0,0,0,Uwe Schmidt,
19,160,4,SPD,4210,Schmidt (Aachen),Ulla,,1,0,0,0,0,Ulla Schmidt (Aachen),
19,160,4,SPD,4200,Schmidt (Wetzlar),Dagmar,,0,0,0,0,1,Dagmar Schmidt (Wetzlar),
19,160,4,SPD,4230,Schneider (Erfurt),Carsten,,1,0,0,0,0,Carsten Schneider (Erfurt),
19,160,4,SPD,4240,Schraps,Johannes,,1,0,0,0,0,Johannes Schraps,
19,160,4,SPD,4250,Schrodi,Michael,,1,0,0,0,0,Michael Schrodi,
19,160,4,SPD,4270,Schulte,Ursula,,1,0,0,0,0,Ursula Schulte,
19,160,4,SPD,4290,Schulz,Martin,,1,0,0,0,0,Martin Schulz,
19,160,4,SPD,4280,Schulz (Spandau),Swen,,1,0,0,0,0,Swen Schulz (Spandau),
19,160,4,SPD,4310,Schwabe,Frank,,1,0,0,0,0,Frank Schwabe,
19,160,4,SPD,4320,Schwartze,Stefan,,1,0,0,0,0,Stefan Schwartze,
19,160,4,SPD,4330,Schwarz,Andreas,,1,0,0,0,0,Andreas Schwarz,
19,160,4,SPD,4340,Schwarzelühr-Sutter,Rita,,1,0,0,0,0,Rita Schwarzelühr-Sutter,
19,160,4,SPD,4350,Spiering,Rainer,,1,0,0,0,0,Rainer Spiering,
19,160,4,SPD,4360,Stadler,Svenja,,1,0,0,0,0,Svenja Stadler,
19,160,4,SPD,4370,Stamm-Fibich,Martina,,1,0,0,0,0,Martina Stamm-Fibich,
19,160,4,SPD,4380,Steffen,Sonja Amalie,,1,0,0,0,0,Sonja Amalie Steffen,
19,160,4,SPD,4390,Stein,Mathias,,1,0,0,0,0,Mathias Stein,
19,160,4,SPD,4400,Tack,Kerstin,,1,0,0,0,0,Kerstin Tack,
19,160,4,SPD,4410,Tausend,Claudia,,1,0,0,0,0,Claudia Tausend,
19,160,4,SPD,4420,Thews,Michael,,1,0,0,0,0,Michael Thews,
19,160,4,SPD,4430,Töns,Markus,,1,0,0,0,0,Markus Töns,
19,160,4,SPD,4431,Träger,Carsten,,1,0,0,0,0,Carsten Träger,
19,160,4,SPD,4440,Vogt,Ute,,1,0,0,0,0,Ute Vogt,
19,160,4,SPD,4441,Völlers,Marja-Liisa,,1,0,0,0,0,Marja-Liisa Völlers,
19,160,4,SPD,4450,Vöpel,Dirk,,1,0,0,0,0,Dirk Vöpel,
19,160,4,SPD,4460,Weber,Gabi,,1,0,0,0,0,Gabi Weber,
19,160,4,SPD,4461,Weingarten,Joe,,1,0,0,0,0,Dr. Joe Weingarten,
19,160,4,SPD,4470,Westphal,Bernd,,1,0,0,0,0,Bernd Westphal,
19,160,4,SPD,4480,Wiese,Dirk,,1,0,0,0,0,Dirk Wiese,
19,160,4,SPD,4490,Yüksel,Gülistan,,1,0,0,0,0,Gülistan Yüksel,
19,160,4,SPD,4500,Ziegler,Dagmar,,1,0,0,0,0,Dagmar Ziegler,
19,160,4,SPD,4510,Zierke,Stefan,,1,0,0,0,0,Stefan Zierke,
19,160,4,SPD,4520,Zimmermann,Jens,,1,0,0,0,0,Dr. Jens Zimmermann,
19,160,4,AfD,5000,Baumann,Bernd,,0,1,0,0,0,Dr. Bernd Baumann,
19,160,4,AfD,5010,Bernhard,Marc,,0,1,0,0,0,Marc Bernhard,
19,160,4,AfD,5020,Bleck,Andreas,,0,1,0,0,0,Andreas Bleck,
19,160,4,AfD,5030,Boehringer,Peter,,0,1,0,0,0,Peter Boehringer,
19,160,4,AfD,5040,Brandner,Stephan,,0,1,0,0,0,Stephan Brandner,
19,160,4,AfD,5050,Braun,Jürgen,,0,1,0,0,0,Jürgen Braun,
19,160,4,AfD,5060,Bühl,Marcus,,0,1,0,0,0,Marcus Bühl,
19,160,4,AfD,5070,Büttner,Matthias,,0,1,0,0,0,Matthias Büttner,
19,160,4,AfD,5080,Bystron,Petr,,0,1,0,0,0,Petr Bystron,
19,160,4,AfD,5090,Chrupalla,Tino,,0,1,0,0,0,Tino Chrupalla,
19,160,4,AfD,5100,Cotar,Joana,,0,1,0,0,0,Joana Cotar,
19,160,4,AfD,5110,Curio,Gottfried,,0,1,0,0,0,Dr. Gottfried Curio,
19,160,4,AfD,5120,Droese,Siegbert,,0,1,0,0,0,Siegbert Droese,
19,160,4,AfD,5130,Ehrhorn,Thomas,,0,1,0,0,0,Thomas Ehrhorn,
19,160,4,AfD,5140,Elsner von Gronow,Berengar,,0,1,0,0,0,Berengar Elsner von Gronow,
19,160,4,AfD,5150,Espendiller,Michael,,0,1,0,0,0,Dr. Michael Espendiller,
19,160,4,AfD,5160,Felser,Peter,,0,1,0,0,0,Peter Felser,
19,160,4,AfD,5170,Friedhoff,Dietmar,,0,1,0,0,0,Dietmar Friedhoff,
19,160,4,AfD,5180,Friesen,Anton,,0,1,0,0,0,Dr. Anton Friesen,
19,160,4,AfD,5190,Frohnmaier,Markus,,0,1,0,0,0,Markus Frohnmaier,
19,160,4,AfD,5200,Frömming,Götz,,0,1,0,0,0,Dr. Götz Frömming,
19,160,4,AfD,5210,Gauland,Alexander,,0,1,0,0,0,Dr. Alexander Gauland,
19,160,4,AfD,5220,Gehrke,Axel,,0,1,0,0,0,Dr. Axel Gehrke,
19,160,4,AfD,5230,Glaser,Albrecht,,0,1,0,0,0,Albrecht Glaser,
19,160,4,AfD,5240,Gminder,Franziska,,0,1,0,0,0,Franziska Gminder,
19,160,4,AfD,5250,Gottberg,Wilhelm,von,0,1,0,0,0,Wilhelm von Gottberg,
19,160,4,AfD,5260,Gottschalk,Kay,,0,1,0,0,0,Kay Gottschalk,
19,160,4,AfD,5270,Hampel,Armin-Paulus,,0,1,0,0,0,Armin-Paulus Hampel,
19,160,4,AfD,5280,Harder-Kühnel,Mariana Iris,,0,1,0,0,0,Mariana Iris Harder-Kühnel,
19,160,4,AfD,5300,Hartwig,Roland,,0,1,0,0,0,Dr. Roland Hartwig,
19,160,4,AfD,5310,Haug,Jochen,,0,1,0,0,0,Jochen Haug,
19,160,4,AfD,5320,Hebner,Martin,,0,0,0,0,1,Martin Hebner,
19,160,4,AfD,5330,Hemmelgarn,Udo Theodor,,0,1,0,0,0,Udo Theodor Hemmelgarn,
19,160,4,AfD,5340,Herdt,Waldemar,,0,1,0,0,0,Waldemar Herdt,
19,160,4,AfD,5360,Hess,Martin,,0,1,0,0,0,Martin Hess,
19,160,4,AfD,5370,Heßenkemper,Heiko,,0,0,0,0,1,Dr. Heiko Heßenkemper,
19,160,4,AfD,5380,Hilse,Karsten,,0,1,0,0,0,Karsten Hilse,
19,160,4,AfD,5390,Höchst,Nicole,,0,1,0,0,0,Nicole Höchst,
19,160,4,AfD,5400,Hohmann,Martin,,0,1,0,0,0,Martin Hohmann,
19,160,4,AfD,5410,Hollnagel,Bruno,,0,1,0,0,0,Dr. Bruno Hollnagel,
19,160,4,AfD,5420,Holm,Leif-Erik,,0,1,0,0,0,Leif-Erik Holm,
19,160,4,AfD,5430,Huber,Johannes,,0,0,0,0,1,Johannes Huber,
19,160,4,AfD,5440,Jacobi,Fabian,,0,1,0,0,0,Fabian Jacobi,
19,160,4,AfD,5450,Jongen,Marc,,0,0,0,0,1,Dr. Marc Jongen,
19,160,4,AfD,5470,Kestner,Jens,,0,1,0,0,0,Jens Kestner,
19,160,4,AfD,5480,Keuter,Stefan,,0,1,0,0,0,Stefan Keuter,
19,160,4,AfD,5490,Kleinwächter,Norbert,,0,1,0,0,0,Norbert Kleinwächter,
19,160,4,AfD,5500,Komning,Enrico,,0,1,0,0,0,Enrico Komning,
19,160,4,AfD,5510,König,Jörn,,0,1,0,0,0,Jörn König,
19,160,4,AfD,5520,Kotré,Steffen,,0,1,0,0,0,Steffen Kotré,
19,160,4,AfD,5530,Kraft,Rainer,,0,1,0,0,0,Dr. Rainer Kraft,
19,160,4,AfD,5540,Lucassen,Rüdiger,,0,1,0,0,0,Rüdiger Lucassen,
19,160,4,AfD,5550,Magnitz,Frank,,0,0,0,0,1,Frank Magnitz,
19,160,4,AfD,5560,Maier,Jens,,0,1,0,0,0,Jens Maier,
19,160,4,AfD,5570,Maier,Lothar,,0,1,0,0,0,Dr. Lothar Maier,
19,160,4,AfD,5580,Malsack-Winkemann,Birgit,,0,1,0,0,0,Dr. Birgit Malsack-Winkemann,
19,160,4,AfD,5590,Miazga,Corinna,,0,1,0,0,0,Corinna Miazga,
19,160,4,AfD,5610,Mrosek,Andreas,,0,1,0,0,0,Andreas Mrosek,
19,160,4,AfD,5620,Müller,Hansjörg,,0,1,0,0,0,Hansjörg Müller,
19,160,4,AfD,5630,Münz,Volker,,0,1,0,0,0,Volker Münz,
19,160,4,AfD,5640,Münzenmaier,Sebastian,,0,1,0,0,0,Sebastian Münzenmaier,
19,160,4,AfD,5650,Neumann,Christoph,,0,1,0,0,0,Christoph Neumann,
19,160,4,AfD,5660,Nolte,Jan Ralf,,0,1,0,0,0,Jan Ralf Nolte,
19,160,4,AfD,5670,Oehme,Ulrich,,0,1,0,0,0,Ulrich Oehme,
19,160,4,AfD,5680,Otten,Gerold,,0,1,0,0,0,Gerold Otten,
19,160,4,AfD,5690,Pasemann,Frank,,0,1,0,0,0,Frank Pasemann,
19,160,4,AfD,5700,Peterka,Tobias Matthias,,0,1,0,0,0,Tobias Matthias Peterka,
19,160,4,AfD,5710,Podolay,Paul Viktor,,0,1,0,0,0,Paul Viktor Podolay,
19,160,4,AfD,5720,Pohl,Jürgen,,0,0,0,0,1,Jürgen Pohl,
19,160,4,AfD,5730,Protschka,Stephan,,0,1,0,0,0,Stephan Protschka,
19,160,4,AfD,5740,Reichardt,Martin,,0,0,0,0,1,Martin Reichardt,
19,160,4,AfD,5750,Renner,Martin Erwin,,0,1,0,0,0,Martin Erwin Renner,
19,160,4,AfD,5760,Reusch,Roman Johannes,,0,1,0,0,0,Roman Johannes Reusch,
19,160,4,AfD,5770,Schielke-Ziesing,Ulrike,,0,1,0,0,0,Ulrike Schielke-Ziesing,
19,160,4,AfD,5780,Schlund,Robby,,0,1,0,0,0,Dr. Robby Schlund,
19,160,4,AfD,5790,Schneider,Jörg,,0,1,0,0,0,Jörg Schneider,
19,160,4,AfD,5800,Schulz,Uwe,,0,1,0,0,0,Uwe Schulz,
19,160,4,AfD,5810,Seitz,Thomas,,0,1,0,0,0,Thomas Seitz,
19,160,4,AfD,5820,Sichert,Martin,,0,1,0,0,0,Martin Sichert,
19,160,4,AfD,5830,Spangenberg,Detlev,,0,1,0,0,0,Detlev Spangenberg,
19,160,4,AfD,5840,Spaniel,Dirk,,0,0,0,0,1,Dr. Dirk Spaniel,
19,160,4,AfD,5850,Springer,René,,0,1,0,0,0,René Springer,
19,160,4,AfD,5860,Storch,Beatrix,von,0,1,0,0,0,Beatrix von Storch,
19,160,4,AfD,5870,Weidel,Alice,,0,1,0,0,0,Dr. Alice Weidel,
19,160,4,AfD,5880,Weyel,Harald,,0,1,0,0,0,Dr. Harald Weyel,
19,160,4,AfD,5890,Wiehle,Wolfgang,,0,1,0,0,0,Wolfgang Wiehle,
19,160,4,AfD,5900,Wildberg,Heiko,,0,1,0,0,0,Dr. Heiko Wildberg,
19,160,4,AfD,5910,Wirth,Christian,,0,1,0,0,0,Dr. Christian Wirth,
19,160,4,AfD,5920,Witt,Uwe,,0,0,0,0,1,Uwe Witt,
19,160,4,FDP,6000,Aggelidis,Grigorios,,0,0,1,0,0,Grigorios Aggelidis,
19,160,4,FDP,6010,Alt,Renata,,0,0,1,0,0,Renata Alt,
19,160,4,FDP,6020,Aschenberg-Dugnus,Christine,,0,0,1,0,0,Christine Aschenberg-Dugnus,
19,160,4,FDP,6030,Bauer,Nicole,,0,0,1,0,0,Nicole Bauer,
19,160,4,FDP,6040,Beeck,Jens,,0,0,1,0,0,Jens Beeck,
19,160,4,FDP,6070,Brandenburg (Rhein-Neckar),Jens,,0,0,1,0,0,Dr. Jens Brandenburg (Rhein-Neckar),
19,160,4,FDP,6080,Brandenburg (Südpfalz),Mario,,0,0,1,0,0,Mario Brandenburg (Südpfalz),
19,160,4,FDP,6081,Bubendorfer-Licht,Sandra,,0,0,1,0,0,Sandra Bubendorfer-Licht,
19,160,4,FDP,6100,Buschmann,Marco,,0,0,1,0,0,Dr. Marco Buschmann,
19,160,4,FDP,6110,Busen,Karlheinz,,0,0,1,0,0,Karlheinz Busen,
19,160,4,FDP,6120,Cronenberg,Carl-Julius,,0,0,1,0,0,Carl-Julius Cronenberg,
19,160,4,FDP,6130,Dassler,Britta Katharina,,0,0,1,0,0,Britta Katharina Dassler,
19,160,4,FDP,6140,Djir-Sarai,Bijan,,0,0,1,0,0,Bijan Djir-Sarai,
19,160,4,FDP,6150,Dürr,Christian,,0,0,1,0,0,Christian Dürr,
19,160,4,FDP,6160,Ebbing,Hartmut,,0,0,1,0,0,Hartmut Ebbing,
19,160,4,FDP,6170,Faber,Marcus,,0,0,1,0,0,Dr. Marcus Faber,
19,160,4,FDP,6180,Föst,Daniel,,0,0,1,0,0,Daniel Föst,
19,160,4,FDP,6190,Fricke,Otto,,0,0,1,0,0,Otto Fricke,
19,160,4,FDP,6200,Hacker,Thomas,,0,0,1,0,0,Thomas Hacker,
19,160,4,FDP,6811,Hanke,Reginald,,0,0,1,0,0,Reginald Hanke,
19,160,4,FDP,6201,Heidt,Peter,,0,0,1,0,0,Peter Heidt,
19,160,4,FDP,6210,Helling-Plahr,Katrin,,0,0,1,0,0,Katrin Helling-Plahr,
19,160,4,FDP,6220,Herbrand,Markus,,0,0,1,0,0,Markus Herbrand,
19,160,4,FDP,6230,Herbst,Torsten,,0,0,1,0,0,Torsten Herbst,
19,160,4,FDP,6240,Hessel,Katja,,0,0,1,0,0,Katja Hessel,
19,160,4,FDP,6250,Hocker,Gero Clemens,,0,0,1,0,0,Dr. Gero Clemens Hocker,
19,160,4,FDP,6260,Höferlin,Manuel,,0,0,1,0,0,Manuel Höferlin,
19,160,4,FDP,6270,Hoffmann,Christoph,,0,0,1,0,0,Dr. Christoph Hoffmann,
19,160,4,FDP,6280,Houben,Reinhard,,0,0,1,0,0,Reinhard Houben,
19,160,4,FDP,6290,Ihnen,Ulla,,0,0,1,0,0,Ulla Ihnen,
19,160,4,FDP,6050,In der Beek,Olaf,,0,0,1,0,0,Olaf In der Beek,
19,160,4,FDP,6800,Jensen,Gyde,,0,0,1,0,0,Gyde Jensen,
19,160,4,FDP,6300,Jung,Christian,,0,0,1,0,0,Dr. Christian Jung,
19,160,4,FDP,6320,Klein,Karsten,,0,0,1,0,0,Karsten Klein,
19,160,4,FDP,6330,Klinge,Marcel,,0,0,1,0,0,Dr. Marcel Klinge,
19,160,4,FDP,6350,Kluckert,Daniela,,0,0,1,0,0,Daniela Kluckert,
19,160,4,FDP,6360,Kober,Pascal,,0,0,1,0,0,Pascal Kober,
19,160,4,FDP,6370,Köhler,Lukas,,0,0,1,0,0,Dr. Lukas Köhler,
19,160,4,FDP,6380,Konrad,Carina,,0,0,1,0,0,Carina Konrad,
19,160,4,FDP,6390,Kubicki,Wolfgang,,0,0,1,0,0,Wolfgang Kubicki,
19,160,4,FDP,6400,Kuhle,Konstantin,,0,0,1,0,0,Konstantin Kuhle,
19,160,4,FDP,6410,Kulitz,Alexander,,0,0,1,0,0,Alexander Kulitz,
19,160,4,FDP,6420,Lambsdorff,Alexander,Graf,0,0,1,0,0,Alexander Graf Lambsdorff,
19,160,4,FDP,6430,Lechte,Ulrich,,0,0,1,0,0,Ulrich Lechte,
19,160,4,FDP,6440,Lindner,Christian,,0,0,1,0,0,Christian Lindner,
19,160,4,FDP,6450,Link (Heilbronn),Michael Georg,,0,0,0,0,1,Michael Georg Link (Heilbronn),
19,160,4,FDP,6460,Luksic,Oliver,,0,0,1,0,0,Oliver Luksic,
19,160,4,FDP,6470,Mansmann,Till,,0,0,1,0,0,Till Mansmann,
19,160,4,FDP,6480,Martens,Jürgen,,0,0,1,0,0,Dr. Jürgen Martens,
19,160,4,FDP,6490,Meyer,Christoph,,0,0,1,0,0,Christoph Meyer,
19,160,4,FDP,6500,Müller,Alexander,,0,0,1,0,0,Alexander Müller,
19,160,4,FDP,6510,Müller-Böhm,Roman,,0,0,1,0,0,Roman Müller-Böhm,
19,160,4,FDP,6520,Müller-Rosentritt,Frank,,0,0,1,0,0,Frank Müller-Rosentritt,
19,160,4,FDP,6530,Neumann (Lausitz),Martin,,0,0,1,0,0,Dr. Martin Neumann (Lausitz),
19,160,4,FDP,6531,Nölke,Matthias,,0,0,1,0,0,Matthias Nölke,
19,160,4,FDP,6540,Reinhold,Hagen,,0,0,1,0,0,Hagen Reinhold,
19,160,4,FDP,6550,Reuther,Bernd,,0,0,1,0,0,Bernd Reuther,
19,160,4,FDP,6570,Sattelberger,Thomas,,0,0,1,0,0,Dr. h. c. Thomas Sattelberger,
19,160,4,FDP,6580,Sauter,Christian,,0,0,1,0,0,Christian Sauter,
19,160,4,FDP,6590,Schäffler,Frank,,0,0,1,0,0,Frank Schäffler,
19,160,4,FDP,6600,Schinnenburg,Wieland,,0,1,0,0,0,Dr. Wieland Schinnenburg,
19,160,4,FDP,6620,Seestern-Pauly,Matthias,,0,0,1,0,0,Matthias Seestern-Pauly,
19,160,4,FDP,6630,Sitta,Frank,,0,0,0,0,1,Frank Sitta,
19,160,4,FDP,6640,Skudelny,Judith,,0,0,1,0,0,Judith Skudelny,
19,160,4,FDP,6650,Solms,Hermann Otto,,0,0,1,0,0,Dr. Hermann Otto Solms,
19,160,4,FDP,6660,Stark-Watzinger,Bettina,,0,0,1,0,0,Bettina Stark-Watzinger,
19,160,4,FDP,6670,Strack-Zimmermann,Marie-Agnes,,0,0,0,0,1,Dr. Marie-Agnes Strack-Zimmermann,
19,160,4,FDP,6680,Strasser,Benjamin,,0,0,1,0,0,Benjamin Strasser,
19,160,4,FDP,6690,Suding,Katja,,0,0,0,0,1,Katja Suding,
19,160,4,FDP,6700,Teuteberg,Linda,,0,0,1,0,0,Linda Teuteberg,
19,160,4,FDP,6710,Theurer,Michael,,0,0,1,0,0,Michael Theurer,
19,160,4,FDP,6720,Thomae,Stephan,,0,0,1,0,0,Stephan Thomae,
19,160,4,FDP,6730,Todtenhausen,Manfred,,0,0,1,0,0,Manfred Todtenhausen,
19,160,4,FDP,6740,Toncar,Florian,,0,0,1,0,0,Dr. Florian Toncar,
19,160,4,FDP,6750,Ullmann,Andrew,,0,0,1,0,0,Dr. Andrew Ullmann,
19,160,4,FDP,6760,Ullrich,Gerald,,0,0,1,0,0,Gerald Ullrich,
19,160,4,FDP,6770,Vogel (Olpe),Johannes,,0,0,1,0,0,Johannes Vogel (Olpe),
19,160,4,FDP,6780,Weeser,Sandra,,0,0,1,0,0,Sandra Weeser,
19,160,4,FDP,6790,Westig,Nicole,,0,0,1,0,0,Nicole Westig,
19,160,4,FDP,6340,Willkomm,Katharina,,0,0,1,0,0,Katharina Willkomm,
19,160,4,DIE LINKE.,7000,Achelwilm,Doris,,0,0,1,0,0,Doris Achelwilm,
19,160,4,DIE LINKE.,7010,Akbulut,Gökay,,0,0,1,0,0,Gökay Akbulut,
19,160,4,DIE LINKE.,7020,Barrientos,Simone,,0,0,1,0,0,Simone Barrientos,
19,160,4,DIE LINKE.,7030,Bartsch,Dietmar,,0,0,1,0,0,Dr. Dietmar Bartsch,
